bib,test title,Title,Topic,Topic-code,Topic-code,Description,Methodology,Attacker,Attacker-code,Attacker-code,Attacker,use-case,Abstract,conference,year,URL,PDF,Presentation,Attacker,Attack Group,Selected Attack
Yang_Li_Bhalla_Zhao,Inception Attacks: Immersive Hijacking in Virtual Reality Systems,Inception Attacks: Immersive Hijacking in Virtual Reality Systems,"Security risks, immersive hijacking, privacy risks","security_risks, immersive_hijacking, privacy_risks","security_risks, immersive_hijacking, privacy_risks","Introduces ""Inception attacks,"" where an attacker traps (not actually) users in a simulated VR environment that appears genuine, allowing them to record, alter, and intercept sensitive interactions without detection. It is just an app simulating a vr environment like the one on the OS","Implementation of inception attack on Meta Quest headsets, user study with 27 participants to evaluate attack efficacy.",Malicious VR app,malicious_application,malicious_application,app,Attack: fake VR experience,"Today’s virtual reality (VR) systems provide immersive interactions that seamlessly connect users with online services and one another. However, these immersive interfaces also introduce new vulnerabilities, making it easier for users to fall prey to new attacks. In this work, we introduce the immersive hijacking attack, where a remote attacker takes control of a user’s interaction with their VR system, by trapping them inside a malicious app that masquerades as the full VR interface. Once trapped, all of the user’s interactions with apps, services and other users can be recorded and modified without their knowledge. This not only allows traditional privacy attacks but also introduces new interaction attacks, where two VR users encounter vastly different immersive experiences during their interaction. We present our implementation of the immersive hijacking attack on Meta Quest headsets and conduct IRB-approved user studies that validate its efficacy and stealthiness. Finally, we examine effectiveness and tradeoffs of various potential defenses, and propose a multifaceted defense pipeline. ",?,2023,,https://sandlab.cs.uchicago.edu/tmp/inception.pdf,,app,Phishing,fake login
Windl_Scheidle_George_Mayer_2023a,Investigating Security Indicators for Hyperlinking Within the Metaverse,Investigating Security Indicators for Hyperlinking Within the Metaverse,"Security indicators, hyperlinking, VR usability","security_indicators, hyperlinking, warning","security_indicators, hyperlinking, warning","Evaluates the effectiveness of various security indicators (e.g., visual, haptic, audio) for ensuring secure transitions in the metaverse, focusing on usability and user preference","Participatory design with domain experts, followed by user study (N=25) testing five security indicators in a VR maze",Malicious or misleading links/portals in VR environments,malicious_application,malicious_application,app,Defense: Warning,"Security indicators, such as the padlock icon indicating SSL encryption in browsers, are established mechanisms to convey secure connections. Currently, such indicators mainly exist for browsers and mobile environments. With the rise of the metaverse, we investigate how to mark secure transitions between applications in virtual reality to so-called sub-metaverses. For this, we first conducted in-depth interviews with domain experts (N=8) to understand the general design dimensions for security indicators in virtual reality (VR). Using these insights and considering additional design constraints, we implemented the five most promising indicators and evaluated them in a user study (N=25). While the visual blinking indicator placed in the periphery performed best regarding accuracy and task completion time, participants subjectively preferred the static visual indicator above the portal. Moreover, the latter received high scores regarding understandability while still being rated low regarding intrusiveness and disturbance. Our findings contribute to a more secure and enjoyable metaverse experience.",SOUPS,2023,https://www.usenix.org/conference/soups2023/presentation/windl,https://www.medien.ifi.lmu.de/pubdb/publications/pub/windl2023investigatingsecurity/windl2023investigatingsecurity.pdf,,,,
Valluripally_Gulhane_Hoque_Calyam_2022,Modeling and Defense of Social Virtual Reality Attacks Inducing Cybersickness,Modeling and Defense of Social Virtual Reality Attacks Inducing Cybersickness,"Cybersickness, security risks in VR, immersive attacks","cybersickness, immersive_attacks, physical_harm","cybersickness, immersive_attacks, physical_harm","Proposes a framework using attack-fault trees and statistical model checking to assess cybersickness risks due to security, privacy, and safety attacks in social VR environments.",Attack-fault trees (AFTs) and stochastic timed automata (STA) for modeling attack scenarios; applied to a VRLE case study,Malicious Application,malicious_application,malicious_application,app,Attack/Defense: Cybersickness reduction,"Social Virtual Reality Learning Environments (VRLE) offer a new medium for flexible and immersive learning environments with geo-distributed users. Ensuring user safety in VRLE application domains such as education, flight simulations, military training is of utmost importance. Specifically, there is a need to study the impact of “immersion attacks” (e.g., chaperone attack, occlusion) and other types of attacks/faults (e.g., unauthorized access, network congestion) that may cause user safety issues (i.e., inducing of cybersickness ). In this article, we present a novel framework to quantify the security, privacy issues triggered via immersion attacks and other types of attacks/faults. By using a real-world social VRLE viz., vSocial and creating a novel attack-fault tree model, we show that such attacks can induce undesirable levels of cybersickness. Next, we convert these attack-fault trees into stochastic timed automata (STA) representations to perform statistical model checking for a given attacker profile. Using this model checking approach, we determine the most vulnerable threat scenarios that can trigger high occurrence cases of cybersickness for VRLE users. Lastly, we show the effectiveness of our attack-fault tree modeling by incorporating suitable design principles such as hardening , diversity , redundancy and principle of least privilege to ensure user safety in a VRLE session.",TDSC,2021,https://www.usenix.org/conference/soups2023/presentation/windl,https://www.usenix.org/system/files/soups2023-windl.pdf,https://www.youtube.com/watch?v=Mjg0NguKJhw,app,Physical,human joystick
Casey_Baggili_Yarramreddy_2021,Immersive Virtual Reality Attacks and the Human Joystick,Immersive Virtual Reality Attacks and the Human Joystick,"Immersive attacks, user manipulation, privacy risks","immersive_attacks, user_manipulation, privacy_risks, physical_harm","immersive_attacks, user_manipulation, privacy_risks, physical_harm","Explores attacks that manipulate VR users by altering virtual environments, including the ""Human Joystick"" attack, which moves users physically without awareness. Theyr redirect the walking by slighlty adjusting the camera angle.","Proof-of-concept attacks on HTC Vive and Oculus Rift, deception study with human participants.",Malicious VR application,malicious_application,malicious_application,app,Attack: Manipulating user movement in real life and disorienting users in VR	,"This is one of the first accounts for the security analysis of consumer immersive Virtual Reality (VR) systems. This work breaks new ground, coins new terms, and constructs proof of concept implementations of attacks related to immersive VR. Our work used the two most widely adopted immersive VR systems, the HTC Vive, and the Oculus Rift. More specifically, we were able to create attacks that can potentially disorient users, turn their Head Mounted Display (HMD) camera on without their knowledge, overlay images in their field of vision, and modify VR environmental factors that force them into hitting physical objects and walls. Finally, we illustrate through a human participant deception study the success of being able to exploit VR systems to control immersed users and move them to a location in physical space without their knowledge. We term this the Human Joystick Attack. We conclude our work with future research directions and ways to enhance the security of these systems.",TDSC,2019,https://ieeexplore.ieee.org/document/8675340,https://par.nsf.gov/servlets/purl/10113849,,app,Physical,human joystick
Tseng_Bonnail_McGill_Khamis_Lecolinet_Huron_Gugenheimer_2022,The Dark Side of Perceptual Manipulations in Virtual Reality,The Dark Side of Perceptual Manipulations in Virtual Reality,"Perceptual manipulation, physical harm, VR security","perceptual_manipulation, physical_harm, VR_security","perceptual_manipulation, physical_harm, VR_security","Explores Virtual-Physical Perceptual Manipulations (VPPMs) like redirected walking, which can change users’ movements imperceptibly, potentially leading to physical harm when exploited","Speculative design workshops with VR experts, prototyped attacks (e.g., SteppingOn and HittingFace)",Malicious application,malicious_application,malicious_application,app,Attack: Manipualte movement through.,"""Virtual-Physical Perceptual Manipulations"" (VPPMs) such as redirected walking and haptics expand the user's capacity to interact with Virtual Reality (VR) beyond what would ordinarily physically be possible. VPPMs leverage knowledge of the limits of human perception to effect changes in the user's physical movements, becoming able to (perceptibly and imperceptibly) nudge their physical actions to enhance interactivity in VR. We explore the risks posed by the malicious use of VPPMs. First, we define, conceptualize and demonstrate the existence of VPPMs. Next, using speculative design workshops, we explore and characterize the threats/risks posed, proposing mitigations and preventative recommendations against the malicious use of VPPMs. Finally, we implement two sample applications to demonstrate how existing VPPMs could be trivially subverted to create the potential for physical harm. This paper aims to raise awareness that the current way we apply and publish VPPMs can lead to malicious exploits of our perceptual vulnerabilities.",CHI,2022,,https://arxiv.org/pdf/2202.13200,,app,Physical,human joystick
Lebeck_Ruth_Kohno_Roesner_2017,Securing Augmented Reality Output,Securing Augmented Reality Output,"AR output security, privacy, policy framework, multi-app, output module","privacy, policy, multi_app, output_module","privacy, policy, multi_app, output_module","First work exploring multi app, malicious app targeting other app or real world. Proposes Arya, a platform that secures AR output by enforcing policies that prevent apps from obscuring critical real-world elements (e.g., pedestrians, signs) and managing multiple apps' outputs without interference	","Prototype built on Unity with policy framework and case study applications (e.g., for HMD and AR windshield scenarios)",Malicious or buggy AR applications,malicious_application,malicious_application,app,Defense: Operating System Output Module,"Augmented reality (AR) technologies, such as Microsoft's HoloLens head-mounted display and AR-enabled car windshields, are rapidly emerging. AR applications provide users with immersive virtual experiences by capturing input from a user's surroundings and overlaying virtual output on the user's perception of the real world. These applications enable users to interact with and perceive virtual content in fundamentally new ways. However, the immersive nature of AR applications raises serious security and privacy concerns. Prior work has focused primarily on input privacy risks stemming from applications with unrestricted access to sensor data. However, the risks associated with malicious or buggy AR output remain largely unexplored. For example, an AR windshield application could intentionally or accidentally obscure oncoming vehicles or safety-critical output of other AR applications. In this work, we address the fundamental challenge of securing AR output in the face of malicious or buggy applications. We design, prototype, and evaluate Arya, an AR platform that controls application output according to policies specified in a constrained yet expressive policy framework. In doing so, we identify and overcome numerous challenges in securing AR output.",IEEE SP,2017,,https://ar-sec.cs.washington.edu/files/lebeck-sp17.pdf,,,,
Cheng_Tian_Kohno_Roesner_2023,Exploring User Reactions and Mental Models Towards Perceptual Manipulation Attacks in Mixed Reality,Exploring User Reactions and Mental Models Towards Perceptual Manipulation Attacks in Mixed Reality,"Perceptual manipulation, user mental models, privacy risks","perceptual_manipulation, mental_models, privacy_risks","perceptual_manipulation, mental_models, privacy_risks","Investigates how users react to perceptual manipulation attacks (PMA) that alter their sensory perceptions in MR environments, examining impacts on user behavior and defense strategies. Attacks in MR ( red on green, audio interrupting , etc)","In-lab study with 21 participants exposed to visual, auditory, and situational awareness PMAs; post-task interviews on defensive responses	",Malicious MR applications in a multi app,malicious_application,malicious_application,app,Attack: Disrupting user perception and situational awareness,"Perceptual Manipulation Attacks (PMA) involve manipulating users’ multi-sensory (e.g., visual, auditory, haptic) perceptions of the world through Mixed Reality (MR) content, in order to influence users' judgments and following actions. For example, a MR driving application that is expected to show safety-critical output might also (maliciously or unintentionally) overlay the wrong signal on a traffic sign, misleading the user into slamming on the brake. While current MR technology is sufficient to create such attacks, little research has been done to understand how users perceive, react to, and defend against such potential manipulations. To provide a foundation for understanding and addressing PMA in MR, we conducted an in-person study with 21 participants. We developed three PMA in which we focused on attacking three different perceptions: visual, auditory, and situational awareness. Our study first investigates how user reactions are affected by evaluating their performance on “microbenchmark'' tasks under benchmark and different attack conditions. We observe both primary and secondary impacts from attacks, later impacting participants' performance even under non-attack conditions. We follow up with interviews, surfacing a range of user reactions and interpretations of PMA. Through qualitative data analysis of our observations and interviews, we identify various defensive strategies participants developed, and we observe how these strategies sometimes backfire. We derive recommendations for future investigation and defensive directions based on our findings.",USENIX,2023,https://www.usenix.org/conference/usenixsecurity23/presentation/cheng-kaiming,https://www.usenix.org/system/files/usenixsecurity23-cheng-kaiming.pdf,,app,DOS,DOS ( movement )
Lebeck_Ruth_Kohno_Roesner_2018a,Arya: Operating System Support for Securely Augmenting Reality,Arya: Operating System Support for Securely Augmenting Reality,"AR security, privacy, output control, operatisng system, OS","AR_security, privacy, output_module, OS","AR_security, privacy, output_module, OS","Introduces Arya, an AR operating system designed to mitigate risks from malicious or buggy AR apps by enforcing output policies that prevent virtual content from obscuring critical real-world elements (e.g., pedestrians, road signs).","Prototype implemented on Unity, includes policy framework and case studies in automotive and HMD AR contexts.","Malicious or buggy AR applications, multi app systems.",malicious_application,malicious_application,app,Defense:restricting multi-app content that could endanger users,"Augmented reality (AR) applications capture sensor input from a user’s surroundings and overlay virtual output on their perception of the world, enabling new, immersive experiences. However, this technology raises serious security and privacy risks such as malicious or buggy AR output.",IEEE SP,2018,https://ieeexplore.ieee.org/document/8283492/,https://franziroesner.com/pdf/arsec-oakland17.pdf,,,,
Lebeck_Kohno_Roesner_2019,Enabling Multiple Applications to Simultaneously Augment Reality: Challenges and Directions,Enabling Multiple Applications to Simultaneously Augment Reality: Challenges and Directions,"Multi-app AR, visual conflicts, platform design","multi_app, visual_conflicts, platform_design","multi_app, visual_conflicts, platform_design","Explores challenges in supporting simultaneous multi-app AR experiences, focusing on visual conflicts like occlusion, placement denial, and content modification; proposes design approaches for conflict mediation.",Conceptual exploration of multi-app conflicts with case studies; analysis of current AR platforms.,Malicious applications,malicious_application,malicious_application,app,Defense: Mediating visual conflicts between simultaneous (possibly malicious) AR apps.,,HotMobile,2019,https://dl.acm.org/doi/10.1145/3301293.3302362,https://ar-sec.cs.washington.edu/files/lebeck-arsec-hotmobile19.pdf,,,,
Cheng_Bhattacharya_Lin_Lee_Kumar_Tian_Kohno_Roesner,When the User Is Inside the User Interface: An Empirical Study of UI Security Properties in Augmented Reality,When the User Is Inside the User Interface: An Empirical Study of UI Security Properties in Augmented Reality,"UI security, clickjacking, invisible input, output, libraries","UI_security, clickjacking, invisible_input, graphic_libraries, UI","UI_security, clickjacking, invisible_input, graphic_libraries, UI","Examines UI security properties (e.g., same space, invisibility, synthetic input) in AR systems, demonstrating attacks like clickjacking and input forgery that exploit these properties across AR SDKs","Empirical study on ARCore, ARKit, Hololens, Oculus, WebXR, with five proof-of-concept attacks","Malicious AR components, third-party libraries, AR application","malicious_application, malicious_library","malicious_application, malicious_library",app,Attack: Manipulating AR UI to disrupt user input or conceal objects.,"Augmented reality (AR) experiences place users inside the user interface (UI), where they can see and interact with three-dimensional virtual content. This paper explores UI security for AR platforms, for which we identify three UI security-related properties: Same Space (how does the platform handle virtual content placed at the same coordinates?), Invisibility (how does the platform handle invisible virtual content?), and Synthetic Input (how does the platform handle simulated user input?). We demonstrate the security implications of different instantiations of these properties through five proof-of-concept attacks between distrusting AR application components (i.e., a main app and an included library) — including a clickjacking attack and an object erasure attack. We then empirically investigate these UI security properties on five current AR platforms: ARCore (Google), ARKit (Apple), Hololens (Microsoft), Oculus (Meta), and WebXR (browser). We find that all platforms enable at least three of our proof-of-concept attacks to succeed. We discuss potential future defenses, including applying lessons from 2D UI security and identifying new directions for AR UI security.",USENIX,2024,,https://www.usenix.org/system/files/usenixsecurity24-cheng-kaiming.pdf,,app,"Phishing, DOS",fake login
Lee_Lee_Kim_Jana_Shin_Son_2021,AdCube: WebVR Ad Fraud and Practical Confinement of Third-Party Ads,AdCube: WebVR Ad Fraud and Practical Confinement of Third-Party Ads,"Ad fraud, WebVR, WebXR, sandboxing,Web, libraries, third party","ad_fraud, WebVR, WebXR, sandboxing, third_party_libraries","ad_fraud, WebVR, WebXR, sandboxing, third_party_libraries","Introduces AdCube, a system (like iframes) to mitigate WebVR ad fraud by confining third-party ads and preventing fraud techniques like gaze-jacking and blind-spot tracking","Prototype implementation of AdCube with user studies on WebVR ad fraud scenarios, testing effectiveness on real users with user study",Malicious ad service provider,malicious_library,malicious_library,app,"Attack: ad fraud, click-jacking, unauthorized data retrieval","Web technology has evolved to offer 360-degree immersive browsing experiences. This new technology, called WebVR, enables virtual reality by rendering a three-dimensional world on an HTML canvas. Unfortunately, there exists no browser-supported way of sharing this canvas between different parties. Assuming an abusive ad service provider who exploits this absence, we present four new ad fraud attack methods. Our user study demonstrates that the success rates of our attacks range from 88.23% to 100%, confirming their effectiveness. To mitigate the presented threats, we propose AdCube, which allows publishers to specify the behaviors of third-party ad code and enforce this specification. We show that AdCube is able to block the presented threats with a small page loading latency of 236 msec and a negligible frame-per-second (FPS) drop for nine WebVR official demo sites.",USENIX,2021,https://www.usenix.org/conference/usenixsecurity21/presentation/lee-hyunjoo,https://www.usenix.org/system/files/sec21-lee-hyunjoo.pdf,,app,ClickJacking,Ad Fraud
Ahn_Gorlatova_Naghizadeh_Chiang_Mittal_2018,Adaptive Fog-Based Output Security for Augmented Reality,Adaptive Fog-Based Output Security for Augmented Reality,"AR output security, reinforcement learning, operating sytstem, OS, multi-app	","output_security, reinforcement_learning, OS, multi_app","output_security, reinforcement_learning, OS, multi_app","Proposes an adaptive method for securing AR visual output by dynamically filtering content to reduce obstructions and distractions, using reinforcement learning.","Reinforcement learning on simulated AR environments, prototype tested on Unity",Malicious AR applications in multi-app scenario,malicious_application,malicious_application,app,Defense: Prevents distracting and harmful virtual content in AR,"Augmented reality (AR) technologies are rapidly being adopted across multiple sectors, but little work has been done to ensure the security of such systems against potentially harmful or distracting visual output produced by malicious or bug-ridden applications. Past research has proposed to incorporate manually specified policies into AR devices to constrain their visual output. However, these policies can be cumbersome to specify and implement, and may not generalize well to complex and unpredictable environmental conditions. We propose a method for generating adaptive policies to secure visual output in AR systems using deep reinforcement learning. This approach utilizes a local fog computing node, which runs training simulations to automatically learn an appropriate policy for filtering potentially malicious or distracting content produced by an application. Through empirical evaluations, we show that these policies are able to intelligently displace AR content to reduce obstruction of real-world objects, while maintaining a favorable user experience.",VR/AR Network,2018,https://dl.acm.org/doi/10.1145/3229625.3229626,https://www.princeton.edu/~pmittal/publications/ar-sigcomm18.pdf,,,,
Zhang_Slocum_Chen_AbuGhazaleh_2023,It's all in your head(set): Side-channel attacks on AR/VR systems,It's all in your head(set): Side-channel attacks on AR/VR systems,"Side-channel attacks, user privacy, environmental spying	","side_channel, user_privacy, privacy_spying","side_channel, user_privacy, privacy_spying","Demonstrates various side-channel attacks on AR/VR systems, including gesture, voice, and keystroke inference, and even detecting bystander distance, exploiting performance counters.","Developed attacks (side-channel to find app open, what is in real world, etc.) on Meta Quest 2 and Hololens 2, using performance counters and memory APIs.",Malicious single application.,malicious_application,malicious_application,app,"Attack: Inferring user interactions, tracking applications, spying on environment","With the increasing adoption of Augmented Reality/Virtual Reality (AR/VR) systems, security and privacy concerns attract attention from both academia and industry. This paper demonstrates that AR/VR systems are vulnerable to side-channel attacks launched from software; a malicious application without any special permissions can infer private information about user interactions, other concurrent applications, or even the surrounding world. We develop a number of side-channel attacks targeting different types of private information. Specifically, we demonstrate three attacks on the victim's interactions, successfully recovering hand gestures, voice commands made by victims, and keystrokes on a virtual keyboard, with accuracy exceeding 90%. We also demonstrate an application fingerprinting attack where the spy is able to identify an application being launched by the victim. The final attack demonstrates that the adversary can perceive a bystander in the real-world environment and estimate the bystander's distance with Mean Absolute Error (MAE) of 10.3 cm. We believe the threats presented by our attacks are pressing; they expand our understanding of the threat model faced by these emerging systems and inform the development of new AR/VR systems that are resistant to these threats.",USENIX,2023,https://www.usenix.org/conference/usenixsecurity23/presentation/zhang-yicheng,https://www.usenix.org/system/files/usenixsecurity23-zhang-yicheng.pdf,https://www.youtube.com/watch?v=ba9jdMkDOuM,app,Data collection,Position Logging
Slocum_Zhang_AbuGhazaleh_Chen_2023,Going through the motions: AR/VR keylogging from user head motions.,Going through the motions: AR/VR keylogging from user head motions.,"Keylogging, side-channel attack, privacy risks","keylogging, side_channel","keylogging, side_channel","Introduces TyPose, an attack that leverages subtle head movements during virtual typing to infer user-entered text on AR/VR keyboards.","Machine learning-based classification of head motion data, user study on Meta Quest 2	",Malicious single application.,malicious_application,malicious_application,app,Attack: Keylogging,"Augmented Reality/Virtual Reality (AR/VR) are the next step in the evolution of ubiquitous computing after personal computers to mobile devices. Applications of AR/VR continue to grow, including education and virtual workspaces, increasing opportunities for users to enter private text, such as passwords or sensitive corporate information. In this work, we show that there is a serious security risk of typed text in the foreground being inferred by a background application, without requiring any special permissions. The key insight is that a user’s head moves in subtle ways as she types on a virtual keyboard, and these motion signals are sufficient for inferring the text that a user types. We develop a system, TyPose, that extracts these signals and automatically infers words or characters that a victim is typing. Once the sensor signals are collected, TyPose uses machine learning to segment the motion signals in time to determine word/character boundaries, and also perform inference on the words/characters themselves. Our experimental evaluation on commercial AR/VR headsets demonstrate the feasibility of this attack, both in situations where multiple users’ data is used for training (82% top-5 word classification accuracy) or when the attack is personalized to a particular victim (92% top-5 word classification accuracy). We also show that first-line defenses of reducing the sampling rate or precision of head tracking are ineffective, suggesting that more sophisticated mitigations are needed.",USENIX,2023,https://www.usenix.org/conference/usenixsecurity23/presentation/slocum,https://www.usenix.org/system/files/usenixsecurity23-slocum.pdf,https://www.youtube.com/watch?v=aqAFB4zUWgU,app,Keylogging,fake keylogging
Luo_Hu_Yan_2022,HoloLogger: Keystroke Inference on Mixed Reality Head Mounted Displays,HoloLogger: Keystroke Inference on Mixed Reality Head Mounted Displays,"Keylogging, side-channel attacks","keylogging, side_channel","keylogging, side_channel",attack that leverages six degrees of freedom (6DoF) head motion tracking on HoloLens to infer typed input on a virtual keyboard,"Malware-based keystroke inference using HMD motion data, tested on HoloLens with 25 participants",Malicious Application,malicious_application,malicious_application,app,Attack: Keylogging,"When using personal computing services in mixed reality (MR) such as online payment and social media, sensitive information and account passwords must be typed in MR. To design secure MR systems and build up user trust, it is imperative to first understand the security threat to the sensitive MR input. Although keystroke inference attacks by analyzing human-computer interaction in videos or via wireless signals have been successful, they require placing extra hardware near the user which is easily noticeable in practice. In this paper, we expose a more dangerous malware-based attack through the vulnerability that no permission is required for accessing MR motion data. We aim to monitor MR headset motion and infer the user input through a benign App. Realizing the attack system requires addressing unique challenges in MR such as six-degree-of-freedom (6DoF) device motion and no explicit motion signal for keystroke identification. To this end, we present HoloLogger, the first malware-based keystroke inference attack system on HoloLens. HoloLogger is empowered by a 6DoF-head-motion-driven key tracking scheme and an air-tap-pattern-based keystroke inference framework. Extensive evaluations with 25 users and 750 inference trials of passwords consisting of 4–8 lowercase English letters demonstrate that HoloLogger successfully achieves a top-5 accuracy of 93%. HoloLogger is also robust in various environments such as different user positions and input categories",IEEE VR,2022,https://ieeexplore.ieee.org/document/9756771,https://mason.gmu.edu/~zyan4/papers/holologger_vr22.pdf,,app,Keylogging,fake keylogging
Cheng_Wu_Varvello_Chen_Han_2022,Are we ready for metaverse?: a measurement study of social virtual reality platforms,Are we ready for metaverse?: a measurement study of social virtual reality platforms,"Scalability, network performance, network","scalability, network_performance","scalability, network_performance","Evaluates five social VR platforms, analyzing network performance, latency, and resource utilization, revealing scalability issues and limitations in supporting a large user base","Measurement study on AltspaceVR, Horizon Worlds, Mozilla Hubs, Rec Room, and VRChat; network and device metrics collected across different usage scenarios",N/A,N/A,N/A,,Platform performance with high user load,"Social virtual reality (VR) has the potential to gradually replace traditional online social media, thanks to recent advances in consumer-grade VR devices and VR technology itself. As the vital foundation for building the Metaverse, social VR has been extensively examined by the computer graphics and HCI communities. However, there has been little systematic study dissecting the network performance of social VR, other than hype in the industry. To fill this critical gap, we conduct an in-depth measurement study of five popular social VR platforms: AltspaceVR, Horizon Worlds, Mozilla Hubs, Rec Room, and VRChat. Our experimental results reveal that all these platforms are still in their early stage and face fundamental technical challenges to realize the grand vision of Metaverse. For example, their throughput, end-to-end latency, and on-device computation resource utilization increase almost linearly with the number of users, leading to potential scalability issues. We identify the platform servers' direct forwarding of avatar data for embodying users without further processing as the main reason for the poor scalability and discuss potential solutions to address this problem. Moreover, while the visual quality of the current avatar embodiment is low and fails to provide a truly immersive experience, improving the avatar embodiment will consume more network bandwidth and further increase computation overhead and latency, making the scalability issues even more pressing.",IMC,2022,https://dl.acm.org/doi/10.1145/3517745.3561417,https://dl.acm.org/doi/pdf/10.1145/3517745.3561417,,,,
Lyu_Tripathi_Sivaraman_2023,MetaVRadar: Measuring Metaverse Virtual Reality Network Activity,MetaVRadar: Measuring Metaverse Virtual Reality Network Activity,"Network performance, user activity detection","network_performance, user_activity_detection","network_performance, user_activity_detection","Proposes MetaVRadar, a system to monitor and classify network traffic in VR metaverse sessions, enabling telecom operators to improve network provisioning for enhanced VR user experiences	","Empirical measurement of network traffic patterns across user activities in popular metaverse apps, implemented on Oculus Quest 2",N/A,N/A,N/A,,Network optimization and resource allocation based on user activity,"The ""metaverse"", wherein users can enter virtual worlds to work, study, play, shop, socialize, and entertain, is fast becoming a reality, attracting billions of dollars in investment from companies such as Meta, Microsoft, and Clipo Labs. Further, virtual reality (VR) headsets from entities like Oculus, HTC, and Microsoft are rapidly maturing to provide fully immersive experiences to metaverse users. However, little is known about the network dynamics of metaverse VR applications in terms of service domains, flow counts, traffic rates and volumes, content location and latency, etc., which are needed to make telecommunications network infrastructure ""metaverse ready"" to support superlative user experience in the coming future. This paper is an empirical measurement study of metaverse VR network behavior aimed at helping telecommunications network operators better provision and manage the network to ensure good user experience. Using illustrative hour-long network traces of metaverse sessions on the Oculus VR headset, we first develop a categorization of user activity into distinct states ranging from login home to streetwalking and event attendance to asset trading, and undertake a detailed analysis of network traffic per state, identifying unique service domains, protocols, flow profiles, and volumetric patterns, thereby highlighting the vastly more complex nature of a metaverse session compared to streaming video or gaming. Armed with the network behavioral profiles, our second contribution develops a real-time methodMetaVRadar to detect metaverse session and classify the user activity state leveraging formalized flow signatures and volumetric attributes. Our third contribution practically implementsMetaVRadar, evaluates its accuracy in our lab environment, and demonstrates its usability in a large university network so operators can better monitor and plan resources to support requisite metaverse user experience.",ACM MACS,2023,https://dl.acm.org/doi/10.1145/3626786,https://arxiv.org/pdf/2402.08286,,,,
Vondráček_Baggili_Casey_Mekni_2023,Rise of the Metaverse's Immersive Virtual Reality Malware and the Man-in-the-Room Attack & Defenses,Rise of the Metaverse's Immersive Virtual Reality Malware and the Man-in-the-Room Attack & Defenses,"privacy risks, man-in-the-room attack","privacy_risks, bystander","privacy_risks, bystander","Introduces the ""Man-in-the-Room"" (MitR) (Bystander) attack in VR, where attackers gain unauthorized access to virtual rooms, eavesdrop, and propagate malware as a worm across VR social spaces with normal vulnerabilities like XSS.","Security analysis and exploit development for VR social apps, using Bigscreen as a case study       .",Malicious VR apps or compromised network	,"malicious_application, malicious_bystander","malicious_application, malicious_bystander",app,"Attack: Unauthorized room entry, user eavesdropping, and malware spread in VR.","The allure of the metaverse along with Virtual Reality (VR) technologies and speed at which they are deployed may shift focus away from security and privacy fundamentals. In this work we employ classic exploitation techniques against cutting edge devices to obtain equally novel results. The unique features of the Virtual Reality landscape set the stage for our primary account of a new attack, the Man-in-the-Room (MitR). This attack, realized from a vulnerable social networking application led to both worming and botnet capabilities being adapted for VR with potential critical impacts affecting millions of users. Our work improves the state-of-the-art in Virtual Reality (VR) security and socio-technical research in VR. It shares several analytical and attacking tools, example exploits, evaluation dataset, and vulnerability signatures with the scientific and professional communities to ensure secure VR software development. The presented results demonstrate the detection and prevention of VR vulnerabilities, and raise questions in the law and policy domains pertaining to VR security and privacy.",Cose,2023,https://www.sciencedirect.com/science/article/abs/pii/S0167404822003157,https://repository.lsu.edu/cgi/viewcontent.cgi?article=3347&context=eecs_pubs,,app,"Data collection, Phishing","Position Logging, fake login"
Mengascini_Aurelio_Pellegrino_2024,The Big Brother's New Playground: Unmasking the Illusion of Privacy in Web Metaverses from a Malicious User's Perspective,The Big Brother's New Playground: Unmasking the Illusion of Privacy in Web Metaverses from a Malicious User's Perspective,"webXR, surveillance, network, client-side, anti-cheat	","WebXR, surveillance, network, client_side, anti_cheat","WebXR, surveillance, network, client_side, anti_cheat","Conducts a comprehensive security assessment of web metaverse clients, demonstrating attacks like audio/video surveillance and user position tracking, which exploit in-memory JavaScript data to breach user privacy.","Entity-attribute modeling (threrat modeling), memory diffing techniques, attack scenarios tested on three popular web metaverse platforms",Malicious online user,malicious_online_user,malicious_online_user,user,"Attack: bypassing virtual Surveillance, eavesdropping, continuous tracking",,CCS,2024,https://dl.acm.org/doi/10.1145/3658644.3690249,https://dl.acm.org/doi/10.1145/3658644.3690249,,user,"Data collection, Phishing, DOS","fake login, DOS ( movement )"
